Категория,Значение
D,35.65881
B,22.08058
A,72.30052
A,21.15291
A,18.31315
A,82.69356
A,78.36322
B,10.25703
B,13.73441
C,34.85809
A,42.37815
C,2.1509
A,88.19041
B,97.1699
C,10.96931
A,77.07829
A,56.05049
D,7.73685
B,73.28381
A,96.41354
C,17.42327
A,77.83304
C,50.26085
D,79.96489
B,45.05977
B,27.54671
B,95.40448
A,33.7279
C,81.89196
B,52.76941
D,36.38841
A,67.52143
C,73.21199
B,2.62761
A,69.99436
C,78.94763
D,31.99489
A,34.78705
D,57.87843
A,39.40817
B,48.34352
B,83.27431
C,39.26756
D,56.23718
B,76.41744
D,26.37288
D,65.91257
C,9.7821
A,69.33216
A,16.82862
D,44.34088
A,22.76258
D,50.9942
B,35.72784
C,39.17352
C,32.1972
C,4.27416
A,92.351
B,8.60866
D,41.80808
D,55.28014
D,25.01001
A,41.61211
A,30.44471
C,86.91051
D,43.97589
B,93.89462
B,43.93609
D,31.12354
A,32.79562
D,75.63826
A,47.17355
A,2.40555
C,23.85305
D,71.76082
D,82.79333
A,97.64369
B,53.20384
B,19.60536
D,41.49905
C,38.44829
D,98.00789
D,22.01337
D,28.18654
D,70.47633
C,46.08161
D,43.93968
B,45.57377
A,12.04265
C,14.00586
D,62.27809
A,89.57851
C,35.61691
C,55.74027
C,34.97568
B,77.40769
D,62.77664
C,19.40553
B,75.00267
A,73.15764
C,59.09447
C,59.70515
C,12.73088
D,11.03137
B,60.24525
B,21.0889
B,60.72943
D,5.48578
B,15.10534
B,87.74877
D,3.76222
A,55.44445
D,2.11477
D,25.89731
B,48.52934
D,38.96201
C,39.97173
D,45.23492
B,49.37472
D,27.9293
D,14.48445
A,90.95003
B,84.80803
C,8.62599
A,68.69333
D,80.98886
B,87.60804
D,70.48478
C,22.02355
D,53.52299
C,8.84207
D,56.30222
D,60.14362
C,5.46517
C,24.80774
D,75.36643
B,36.46142
B,74.26193
C,82.90422
B,66.65353
C,57.503
D,33.21104
B,41.4424
D,23.4969
B,4.62045
B,82.3022
C,55.36071
A,0.67219
C,30.38552
B,37.39242
A,2.72186
C,84.39772
B,40.56208
B,41.34357
C,16.38569
B,79.53681
C,72.05298
A,75.14244
A,88.39679
A,84.77747
C,97.81982
C,71.24229
C,2.6796
D,96.42755
C,12.2681
A,31.19963
A,54.10629
D,49.61954
A,44.22615
B,20.49714
B,67.85865
A,92.55024
B,92.48237
C,51.88348
B,71.44703
D,3.92679
C,66.50682
C,63.33401
C,95.4534
C,63.92334
B,17.83071
D,7.48013
D,35.62856
B,34.17698
A,38.90589
A,96.10564
A,71.81062
A,47.88494
A,34.74818
D,52.53627
C,99.63566
D,99.6301
A,22.61002
B,85.83981
C,23.34613
B,24.31681
C,57.97503
B,16.86256
A,43.54628
D,83.26879
A,77.45632
A,74.74929
A,2.65101
A,49.47352
C,96.99152
A,52.42269
A,41.78753
C,65.74757
A,13.07173
D,43.46048
A,65.7164
B,4.74318
A,34.23333
C,44.98941
A,71.36241
D,75.9181
B,73.80448
A,86.13156
B,65.13443
D,81.14722
D,27.45136
D,43.06653
C,3.20399
C,64.40928
A,0.85683
C,7.17256
C,29.65605
A,89.54448
C,69.3704
C,52.84275
D,5.59026
D,94.83402
B,96.06013
A,69.3602
C,87.13852
D,17.97343
C,49.0152
A,58.83591
D,44.32878
A,57.16905
B,60.13568
D,3.06137
C,64.08539
C,81.53759
C,98.52034
D,33.2972
D,8.48923
D,77.81814
C,79.77204
B,23.10189
D,4.3347
D,8.95778
D,44.16262
C,48.13763
B,52.20501
B,3.64575
B,61.89022
B,57.13879
C,61.86359
B,65.31859
A,91.01294
A,37.75786
C,82.45004
A,14.11186
B,50.88545
A,27.74632
A,71.83262
C,10.50481
B,68.54435
B,34.6949
C,66.44879
A,85.78703
A,68.17696
A,15.7365
A,37.65553
C,5.94112
B,20.11086
B,57.35448
C,69.95644
C,55.89011
C,18.09831
C,56.62886
C,78.81791
D,78.25667
B,60.11529
D,4.04673
C,91.20937
B,57.47728
A,89.30603
C,37.31107
D,14.62629
D,44.80721
A,10.28617
A,92.12971
A,82.6192
D,44.09602
C,52.8911
B,49.89497
D,37.34581
B,70.24008
B,12.85302
D,97.23498
B,62.5612
D,77.684
D,35.80027
D,9.89994
C,76.99146
A,95.66511
B,40.11202
D,61.89806
A,40.61187
C,98.75652
A,6.13828
B,8.57792
B,56.94346
A,68.42078
C,56.8224
A,27.69314
D,51.80457
A,34.81974
D,89.75036
C,9.41384
A,54.43266
B,7.75215
B,43.97107
C,8.78399
D,86.80289
C,12.52119
B,27.7492
B,82.5013
B,60.73185
C,93.68833
C,52.35768
A,96.84689
B,39.79432
B,12.07369
A,99.71919
C,44.55746
D,30.43101
B,59.88327
C,79.36397
C,55.78122
B,34.63968
C,3.19316
C,91.83621
C,76.8135
B,17.86184
D,22.44127
D,16.58464
C,74.47408
D,18.11462
A,46.75877
C,17.56431
A,93.57283
C,69.32896
A,64.44484
D,41.72966
D,69.78196
A,98.30532
D,92.98942
A,1.21475
A,34.68394
B,85.23861
C,31.89384
A,94.18138
C,78.70754
B,47.25263
C,55.14126
D,74.14582
C,98.16313
B,42.43904
B,87.63806
B,81.42899
C,4.98764
D,45.49195
B,95.23525
B,48.06968
D,65.89908
B,73.51637
C,76.69356
D,22.11665
D,91.5476
A,15.18786
B,96.96882
C,12.16243
A,12.55468
D,32.64089
B,80.64915
B,84.11795
C,70.0566
B,65.2673
A,34.56406
B,50.93916
B,3.8272
C,91.73074
B,73.3904
B,18.09991
D,80.8847
C,96.5123
A,26.22815
B,13.4239
B,87.7331
B,67.78474
B,79.45379
D,24.15631
B,33.25679
D,12.24759
B,16.80024
D,8.8094
C,94.4703
B,30.14862
A,94.04142
D,41.75879
C,45.11941
D,40.04574
C,10.67004
B,64.69386
B,94.4975
B,9.50542
D,81.76074
B,34.87177
B,93.08016
D,39.57785
C,57.17987
D,13.95079
B,82.93296
A,55.18474
D,42.09417
D,49.40326
B,76.06791
C,23.49351
A,88.12706
D,14.65214
A,84.30232
C,40.61022
D,28.74125
C,24.62339
C,7.66931
A,43.1272
A,39.15854
D,78.45425
A,60.07293
C,68.74652
C,97.10606
C,11.81161
D,62.4198
C,75.86701
C,37.20679
B,94.64191
C,8.00118
C,5.8128
A,91.37875
D,25.64069
C,4.65632
B,42.85165
B,47.99881
C,24.81182
C,49.77274
C,72.31777
B,75.42738
C,14.66603
D,31.14593
A,14.86833
D,41.22474
C,5.10656
B,1.02822
B,20.57026
A,53.62439
B,44.18645
A,31.23464
D,11.86507
A,48.64564
A,70.68394
C,72.29345
B,75.28226
D,49.07655
A,21.24277
D,21.38738
C,89.10085
D,42.1071
C,65.29272
C,79.46402
A,92.3502
D,30.8343
B,88.22134
A,65.46839
A,27.28291
B,88.81811
D,47.13477
B,89.60255
C,81.08604
D,81.03693
C,8.56395
B,81.25191
A,38.52819
B,76.41688
D,0.57943
A,72.95273
C,32.18404
C,8.4202
A,70.09836
C,23.34228
C,9.19433
C,47.40569
D,3.42944
C,8.06114
B,13.88806
B,1.5799
C,5.08359
A,40.73206
D,6.34404
B,4.80875
A,49.50004
B,79.57207
C,56.75346
B,80.43941
D,38.20563
B,46.35955
C,29.38948
A,27.13539
B,3.26527
D,86.9248
C,71.84893
C,70.02245
B,37.39524
C,94.21543
A,25.58445
D,85.80837
B,62.69702
A,18.6316
D,62.63054
D,90.37722
A,54.04349
D,23.96325
A,83.33257
B,36.48609
C,11.6307
D,34.60412
C,64.83551
C,8.6321
D,41.63574
C,98.71506
B,93.24543
B,70.92116
D,69.43364
C,91.19151
C,76.11703
C,86.83214
B,17.37248
A,91.34796
A,31.14624
A,59.16587
A,74.36439
C,61.21421
D,84.25532
A,4.53817
C,0.08423
D,36.76182
D,17.42228
C,92.14777
B,60.41716
A,58.78015
C,1.95797
C,0.8603
D,8.38852
D,36.62468
B,60.26551
D,43.68234
C,75.32897
D,87.33196
A,49.16522
C,61.55701
D,47.4886
C,73.67604
B,69.20847
B,7.83859
A,12.48873
B,23.20687
D,49.80891
C,27.22371
C,63.76923
D,41.40339
D,11.94066
A,74.20833
A,78.58515
D,82.63008
C,20.42313
D,24.59482
A,55.88456
A,1.2556
A,74.10352
D,67.72428
B,84.39855
A,8.35885
B,54.53197
B,66.66942
A,70.08711
B,80.35413
B,43.50188
C,42.08262
A,71.2757
C,99.50997
B,64.02781
B,34.11319
D,52.22097
B,96.79642
B,63.21277
D,26.2609
D,61.18648
A,23.55098
A,78.78165
B,6.21568
D,41.82666
B,54.89129
B,93.63729
C,99.14997
B,65.72409
B,89.40079
C,50.63918
B,46.96966
B,1.76987
B,77.48169
B,90.89928
B,25.68741
D,53.34281
D,14.03253
A,97.04543
B,64.55567
C,72.65832
B,92.97926
C,48.93604
C,81.62928
A,0.21454
B,16.89602
C,1.34738
B,3.1972
B,34.70452
C,34.5842
D,22.42903
C,46.7244
A,94.45268
A,51.50467
A,34.43001
C,53.30417
C,3.30868
D,31.71327
A,89.75796
B,21.82811
C,10.0783
C,87.95708
C,46.59222
D,24.33576
A,75.31059
B,84.21315
C,65.093
A,48.54959
B,82.95152
A,92.86223
D,69.62798
B,29.09044
B,67.21041
B,28.27422
A,49.12594
A,78.64388
B,80.56438
B,86.21622
B,3.32049
A,11.95269
B,25.87117
B,25.31937
B,26.3835
B,3.38352
C,77.24816
A,77.59397
D,26.85377
C,95.81051
C,89.9268
D,77.40133
D,22.57687
D,82.96816
B,19.83961
D,39.94622
C,52.93558
C,91.37238
A,59.08173
C,92.51906
D,23.44038
D,29.62749
B,79.35673
B,15.9575
B,87.49811
D,40.30057
B,43.15865
A,52.34802
D,27.51212
D,80.76824
B,22.18157
C,1.75701
D,34.49052
B,81.22751
A,3.93965
D,74.34899
B,23.14167
D,60.51766
D,38.55513
B,47.44562
B,10.41768
A,15.78421
C,88.05751
C,42.66321
B,59.50339
C,74.08481
A,63.20114
D,63.11781
B,44.97587
B,16.60546
D,41.24661
C,97.6912
B,36.64643
A,45.49092
B,80.39432
C,23.96647
A,87.17034
A,92.05824
D,99.77165
D,89.30477
A,13.54048
A,33.58651
B,13.44755
A,42.74928
B,96.20663
A,88.40209
A,86.1398
D,36.271
B,31.18432
D,17.388
D,89.00737
D,94.05223
B,89.8626
B,27.80863
C,46.72696
D,57.02089
D,44.3807
A,26.01664
A,50.5204
D,30.5467
B,66.90828
D,19.66982
D,83.83018
D,24.61004
D,55.61676
A,76.06455
B,46.65567
D,35.85926
C,15.6306
B,92.86186
A,19.43898
D,98.4622
C,67.57977
B,37.2972
A,12.25897
A,19.47241
B,38.78289
D,50.86701
D,64.41972
B,12.00802
B,45.46931
D,13.10917
C,9.14487
C,40.67111
A,25.10863
D,8.9927
D,72.40266
B,35.06662
B,51.6929
B,84.58862
B,3.71175
C,68.60925
A,85.80418
C,11.93372
C,62.76526
B,48.42531
C,43.54942
C,62.85756
C,61.63676
D,23.51847
B,47.44715
B,45.58604
A,14.20203
C,4.52
D,8.27216
C,25.16042
D,60.39382
D,36.10954
B,13.4266
D,97.25546
C,82.68139
C,32.45357
D,62.71536
C,82.25284
D,24.9574
C,39.06228
B,60.96741
A,71.56997
B,35.93959
B,5.04632
A,7.78814
A,79.5251
C,67.87786
D,18.52851
B,33.82321
D,75.141
D,14.03353
A,10.60084
B,97.91218
A,21.93147
A,95.24922
D,1.29595
B,14.91909
C,78.10682
A,27.72346
D,88.01999
C,86.8323
B,47.83228
C,0.61101
A,7.72123
D,89.59886
D,33.80596
D,97.2599
D,46.07322
B,33.39881
C,79.83724
C,15.56195
A,19.63481
B,10.41224
B,34.52351
A,20.61893
B,85.82157
C,23.60637
C,15.927
B,44.33016
B,26.55994
B,23.28826
A,32.26873
C,36.10845
A,42.79894
C,79.7447
B,44.59014
C,79.01243
C,58.61055
B,33.83181
C,53.69777
D,37.75759
A,2.62831
B,71.17837
A,22.87684
A,83.01018
D,21.48431
D,94.04955
A,68.66817
B,0.23393
C,24.63657
C,87.15995
D,72.60055
A,89.68878
C,99.642
B,7.3659
B,74.18794
D,73.74875
B,86.88669
D,68.48684
A,32.97611
D,91.21856
B,80.16167
D,68.43341
B,97.98256
A,54.11926
C,34.79537
B,20.78163
B,42.86061
D,39.63561
A,73.95245
B,62.2811
A,67.46768
A,64.29483
C,12.72207
C,6.22207
D,13.17924
D,10.05931
D,21.74366
B,89.27355
C,68.02546
D,97.05977
B,0.25362
D,41.64048
B,54.71621
A,25.5121
A,29.95187
B,72.56072
D,36.48838
B,5.65753
D,85.48851
A,45.75212
A,43.50428
B,8.56824
C,30.77917
C,19.94349
C,4.47739
B,43.75832
B,23.24578
B,91.62026
B,77.56255
B,27.6038
C,59.89878
B,93.52284
B,17.24527
C,5.42171
B,53.36495
D,52.9777
C,7.44375
A,14.38962
B,74.99775
B,15.54147
B,0.15399
B,51.47161
C,32.62437
A,85.23426
A,16.24213
A,30.15734
B,32.58323
D,50.16938
B,75.00715
D,57.09215
B,88.05722
A,36.06721
A,16.00308
D,63.30156
B,66.39858
A,9.84551
B,19.43373
A,93.31951
B,68.19135
B,40.63916
A,47.0913
D,2.99358
C,63.29249
A,8.15239
B,29.86403
D,7.49404
D,92.9362
A,85.14926
C,24.66294
A,4.94956
D,62.94376
B,59.95447
B,40.38995
A,25.12747
A,64.44867
B,86.70045
D,6.32263
B,32.94113
A,80.74544
C,50.87397
A,46.85304
C,58.27065
C,34.71521
C,52.38075
A,12.04646
D,81.66612
D,25.60689
A,72.85023
D,3.03727
C,81.7672
B,48.57716
A,8.80964
D,52.60126
A,12.05676
C,37.80657
C,55.25102
A,73.32126
A,9.09989
D,32.81817
D,73.36016
C,26.08036
D,34.55208
D,14.77334
C,79.43508
A,57.29794
C,15.52255
D,63.55011
A,24.81247
C,12.27173
C,8.63895
B,72.23825
B,98.16721
B,89.01458
A,25.55134
C,59.22225
B,67.0057
D,21.08728
D,81.2344
D,95.17099
D,56.76812
C,70.02053
D,65.80454
D,51.07434
B,65.39323
A,59.41161
A,2.12554
D,34.60459
D,13.4409
B,77.53088
A,91.72285
B,23.11942
D,61.4881
D,63.13151
B,26.08324
B,52.18581
C,0.08187
C,86.62541
D,7.82911
C,95.56496
D,25.36601
D,83.81771
D,45.32423
A,56.81407
D,30.61969
C,89.1234
A,38.55107
A,30.26249
C,92.36466
D,50.32462
A,4.22919
B,26.89484
B,86.53983
D,31.10134
A,68.87038
C,68.2512
D,63.80507
C,76.0156
A,38.82784
B,48.29387
C,75.13446
B,14.23837
D,92.85736
C,17.62054
D,57.94797
C,24.94031
D,72.2395
A,78.91048
C,86.29231
B,5.00727
A,49.30001
B,66.33327
D,3.86422
D,23.60471
D,54.36695
B,14.33929
B,59.44674
D,73.03443
D,55.21688
A,71.20602
D,86.30451
A,26.22207
A,23.02699
D,26.17702
A,76.62256
D,45.00593
C,32.22398
B,39.84819
C,84.11395
D,28.53527
A,37.39138
B,58.04884
C,64.78047
C,62.02735
A,64.80318
D,80.41939
B,62.11678
A,8.58216
B,85.59153
D,81.19033
B,97.20869
D,75.09637
C,24.08613
A,98.19688
D,74.49771
B,8.92285
D,53.00109
C,82.82101
C,81.23914
B,51.38697
A,98.68017
B,9.52605
D,82.57075
D,72.06787
D,54.68715
D,64.80961
B,9.27485
B,99.19939
B,26.35123
C,86.83139
A,62.82082
C,92.01815
D,46.84615
A,79.81591
B,75.69145
C,84.18363
C,71.62283
D,89.71498
B,85.55775
D,52.93328
C,53.8476
A,17.49345
C,19.23788
B,40.47337
D,4.22895
A,12.5447
B,25.61521
B,79.44178
A,67.53736
C,62.8627
C,48.76809
C,78.00563
A,52.83364
D,92.33832
C,92.71167
C,79.92164
A,74.74482
D,70.21341
C,81.74753
A,7.56979
B,77.74824
A,81.5962
D,99.89339
B,49.61999
D,91.55339
B,1.15675
C,66.0917
B,75.71197
A,24.0782
D,13.80293
A,17.97809
C,97.27428
B,11.66725
D,22.45636
A,29.058
B,64.58522
A,99.77849
A,86.11752
C,65.65865
C,10.01597
B,43.13947
B,11.88387
A,88.61152
D,26.96004
A,82.55537
C,93.89984
B,14.06806
A,50.79298
C,77.19833
B,17.25409
C,4.23053
C,17.63152
C,6.34061
A,48.94029
B,54.59331
C,2.64009
B,34.43536
C,72.70873
A,52.56597
D,83.68935
D,8.72391
B,34.1761
A,63.83575
C,83.5777
C,54.6497
C,85.05071
B,8.63305
D,53.19676
D,92.4298
B,84.43779
C,59.77612
B,63.8029
D,23.44398
C,47.54558
D,20.80987
B,47.95954
A,55.83917
B,89.48316
C,72.45573
B,42.27586
B,71.11112
B,50.6471
C,91.01067
C,30.11989
B,10.26138
A,72.17467
B,74.69024
A,53.32873
A,97.28739
C,55.87535
B,99.65782
D,17.30714
D,99.23906
D,71.40016
B,47.6249
C,59.60676
A,50.44599
B,5.85332
A,15.35684
C,52.30191
B,55.08891
D,96.56607
D,26.35319
B,20.00596
C,30.27362
C,79.54813
B,38.00381
C,96.15387
C,12.20745
A,24.35791
A,52.04331
C,92.93658
B,30.41952
B,56.22984
D,46.66953
A,59.69804
D,67.04541
D,38.89006
B,28.50542
D,79.08427
C,27.58216
D,77.35569
B,36.12132
D,90.59098
A,57.98221
D,32.40085
B,35.83017
A,12.9042
B,75.11148
B,29.55179
D,42.70546
C,65.43946
A,84.59463
D,32.09572
B,9.01518
A,1.46677
D,11.96451
D,0.12228
C,36.89976
D,97.41593
C,36.30545
A,85.92063
C,78.6558
D,38.18076
A,6.111
A,1.85611
A,0.7097
D,87.10738
B,4.79938
A,37.01073
D,62.22098
D,12.97711
A,7.71783
A,25.70866
B,4.40092
D,23.37261
A,39.2402
B,69.002
A,62.90466
D,67.82051
D,88.90495
C,97.69629
C,71.93475
A,18.50951
C,59.26657
C,27.01491
C,26.85327
A,90.2506
B,22.91237
A,16.4378
A,36.25181
C,41.69051
A,63.02717
C,14.84626
D,51.3368
D,40.30135
C,44.53892
D,55.69662
C,81.60187
A,95.72058
A,38.93407
B,13.68729
D,32.60509
C,49.62314
A,3.35897
C,13.75068
C,10.13485
C,10.80057
D,27.73382
B,86.51719
D,76.99953
C,62.11918
A,95.54366
C,44.99553
A,52.29528
C,72.69923
A,42.65065
D,73.55703
D,61.35189
C,66.86656
D,23.47576
D,76.96227
B,18.294
B,22.09079
C,11.7543
B,54.09084
C,90.65843
C,29.20779
B,29.20483
C,28.29874
C,94.78248
B,86.35696
B,53.97779
A,16.04322
A,46.45705
A,41.83433
A,9.14207
B,43.03116
D,5.27674
B,3.0247
D,20.15936
D,34.80774
C,5.82339
D,35.77201
C,92.48259
D,59.65343
C,37.54631
D,2.96554
C,36.26358
A,52.51523
C,84.75829
C,59.3998
A,48.80704
C,39.39135
C,89.93753
A,26.9081
D,63.94851
B,25.57307
B,58.18423
A,58.63032
D,89.55704
C,61.69426
C,46.17282
B,31.35309
D,98.59195
B,1.66452
B,58.18871
D,19.23338
C,34.01149
A,24.47216
A,14.82476
D,39.5705
C,18.8744
B,49.23019
A,13.13115
B,42.7249
D,82.07706
C,33.32258
C,41.60064
C,7.73477
A,52.47656
A,61.14781
D,37.12507
B,70.52852
B,98.71993
B,35.36874
B,1.07679
B,86.71222
C,14.27069
C,40.80332
B,86.55736
B,56.91255
D,95.63314
B,20.68876
A,6.90281
A,48.73096
A,38.21762
B,40.12787
C,56.39894
B,16.52176
D,42.46076
B,55.61537
D,43.9529
D,99.685
D,41.50625
B,23.19916
B,84.39269
B,93.67275
C,3.25514
C,69.05788
D,91.06485
A,55.85178
D,13.79886
A,15.65551
D,7.32605
D,85.81599
A,45.22442
C,38.48526
D,16.83448
D,90.50035
C,13.77094
A,11.9448
A,74.62386
D,71.35803
C,98.78253
C,11.00422
B,86.19047
D,48.43003
D,22.73497
A,60.75254
B,73.7193
B,6.79204
D,61.47316
A,15.94959
A,45.18808
D,21.4247
A,64.59906
D,99.49773
A,22.66356
B,37.54995
A,14.33682
B,35.11042
C,31.41257
B,49.57426
A,39.47607
B,29.33111
C,92.34827
A,92.42578
C,52.82067
C,56.39761
A,31.82269
B,55.58145
C,43.35394
B,47.93341
A,47.86575
A,84.91777
A,11.41152
D,80.78636
C,76.50065
B,8.5891
C,58.32697
D,13.75129
A,99.73555
D,42.66226
B,45.29007
B,69.10064
B,33.69189
D,32.28926
C,1.46592
B,15.46416
B,98.49749
C,54.06755
D,78.90908
B,86.7235
B,2.12067
A,16.35004
D,61.16983
A,63.77459
C,41.91281
B,36.79004
D,59.94748
C,68.51246
B,69.88513
C,5.51018
A,99.81973
D,80.13813
D,33.54734
D,17.60526
A,45.09646
C,35.30763
A,38.92476
B,79.79435
A,41.96332
A,58.03361
D,55.09247
C,8.606
B,36.96717
A,91.60979
A,96.79205
B,39.5357
D,52.3401
B,27.64676
A,76.6748
C,27.7913
C,90.34555
D,80.49215
B,96.03648
A,80.09284
A,16.28741
C,33.32024
B,14.81652
D,48.03047
B,57.10764
C,28.52997
A,63.5988
B,90.8645
D,44.26614
B,42.00405
A,91.99552
D,1.01668
B,69.60485
B,8.73596
B,9.78986
A,70.31236
C,35.69026
D,42.40422
B,24.05126
D,26.09861
C,27.02224
D,29.2451
D,45.25842
C,32.23568
A,47.31958
A,71.7058
B,61.66353
C,52.6365
A,96.73195
B,46.64116
C,28.68618
A,50.83764
B,79.32656
B,95.68777
A,41.93813
B,39.59519
D,98.06753
B,5.22026
D,3.79594
A,38.91882
B,15.0498
D,67.17396
C,55.61961
C,37.31467
D,10.54982
B,38.42058
D,71.98538
D,19.48085
D,91.29467
D,79.28386
D,47.02879
C,3.10807
B,46.45996
B,67.07446
D,15.99415
D,44.75085
B,30.64525
D,27.23564
B,83.74611
D,60.96539
B,81.61707
D,26.78334
B,75.46638
B,71.83735
C,53.96973
B,24.06129
C,4.34055
D,72.14646
A,50.75633
B,82.14434
C,74.83514
A,12.0021
B,22.55781
C,99.28741
B,51.84574
D,6.77116
C,41.93865
B,63.61983
C,23.18572
B,0.94187
C,64.1159
A,51.83706
B,47.14683
D,84.22686
A,28.93161
B,12.16629
B,24.39872
D,74.75874
C,61.96748
C,34.47625
C,49.89899
A,30.19094
B,22.85593
D,87.5237
A,34.02487
C,15.11388
C,71.02974
B,13.35251
A,66.04781
C,49.53354
A,24.5572
C,17.88102
B,47.03791
A,50.68419
A,49.95405
A,36.59498
A,92.0317
D,47.39378
B,65.27178
A,17.07937
D,42.14248
C,86.36138
C,60.82187
D,99.03509
D,40.28067
B,37.9183
B,97.21011
B,33.04177
B,97.4876
C,24.30118
C,24.13451
C,98.60294
C,29.6937
D,77.03144
C,32.8329
D,12.77132
A,26.04231
D,31.93359
D,57.68866
A,93.94919
A,37.42831
B,65.07523
A,51.23598
B,87.68454
D,46.91169
A,95.94263
B,51.55561
C,89.6239
B,74.17219
C,36.93894
C,83.45009
B,29.41664
D,23.13254
C,34.39912
D,94.09228
B,90.259
D,15.54984
C,14.97975
B,69.82417
A,53.60876
C,11.97982
C,82.85734
C,77.55774
D,99.22235
B,48.45739
B,95.49388
A,47.6002
B,69.75484
C,16.04968
C,38.7923
B,69.05289
D,6.73536
D,84.07392
A,20.16503
C,77.90786
B,9.63044
B,45.55294
A,87.60864
D,64.59084
C,68.99165
A,31.90043
D,13.51946
D,45.02801
A,37.77679
D,38.21219
A,40.93388
A,58.58841
B,9.82226
A,49.99207
A,60.9445
D,49.16056
B,80.59308
C,13.32222
D,30.42984
B,40.8711
A,37.56446
D,86.46831
C,44.41147
C,61.63368
D,52.39235
B,23.90824
B,75.96819
C,77.25135
B,14.76081
B,58.01802
A,91.64004
D,74.1461
B,77.02632
A,95.68037
C,83.47659
A,52.24407
D,4.39372
A,64.74776
C,65.51676
C,7.55099
B,62.76865
D,21.36046
A,29.9719
B,66.7347
A,98.1165
D,17.15134
B,81.81809
B,56.97227
B,49.43158
A,83.66473
D,47.99358
B,28.5388
B,63.88377
A,50.93151
D,66.81553
A,10.79999
A,75.26412
B,87.98287
B,63.10226
B,98.50536
D,3.39564
D,96.11771
B,44.5161
B,25.05088
B,29.38989
A,77.05568
C,41.92447
B,20.71201
C,31.922
C,28.20945
C,75.33052
C,89.62292
C,9.0983
A,79.04182
A,24.04752
D,5.21264
B,16.46176
B,49.66224
D,4.88775
C,88.38998
D,75.2433
B,16.68409
C,44.82555
A,21.57628
B,7.67056
A,74.8986
B,48.37785
B,42.47737
A,26.00017
C,45.94047
C,5.39783
A,69.94036
C,11.07033
A,5.91374
B,93.52133
A,30.97969
