Категория,Значение
A,49.00002
D,35.38044
D,18.30204
C,12.11086
A,36.2716
C,79.48768
B,41.9007
C,87.66129
D,59.85256
D,46.17764
A,39.4178
A,76.48213
A,73.39251
B,81.52146
A,66.02104
B,81.67286
D,62.9423
C,1.81394
A,53.23306
C,62.45632
C,2.51538
D,46.42484
A,79.3322
C,68.54284
D,49.51954
B,28.25419
B,0.8404
C,62.76185
D,79.91709
D,95.77635
B,29.12321
A,76.50859
B,82.93069
A,94.81862
A,10.91553
B,95.60017
B,27.11294
C,44.53486
C,79.90689
C,24.21571
A,62.67704
C,76.65315
D,62.73779
D,13.15144
D,98.35411
D,98.10964
D,10.53653
C,61.98344
D,59.12744
B,5.58233
B,59.22007
B,11.25452
A,14.0709
A,69.65891
D,43.53494
C,36.11113
D,26.81373
A,58.27185
D,77.83392
D,58.50565
D,50.88009
A,39.85178
D,53.0659
D,32.71418
D,86.97238
C,0.1311
C,58.68805
A,95.18369
C,70.61634
B,25.0334
D,83.65619
C,24.92296
A,55.63625
C,70.87404
D,30.53123
A,61.55413
A,32.2115
C,28.91586
C,51.82116
C,29.29606
C,40.10365
D,32.94502
D,3.09799
D,96.65186
A,69.26949
B,12.51159
C,87.13176
A,48.7735
B,78.65899
A,67.84151
C,31.20909
D,90.92565
A,54.72216
B,9.41216
B,87.16786
A,86.38808
A,18.7079
C,52.58707
A,56.81711
A,77.52781
D,44.71132
A,77.19252
B,3.98353
A,88.02276
C,88.97189
B,70.98514
B,52.69802
B,87.82032
D,1.46504
B,66.02456
A,1.38092
A,19.16891
B,34.94678
C,17.0421
A,92.76058
A,75.60698
A,25.66334
A,11.8872
B,23.19143
A,1.07214
C,44.66552
D,36.37727
D,6.29164
C,72.70933
A,62.38434
B,47.66904
A,45.87976
A,28.53619
A,58.81171
D,24.18078
C,78.94913
D,19.92531
D,90.05872
D,27.7229
C,89.50297
C,95.92184
D,35.7516
B,89.85988
B,50.90119
A,97.56388
A,85.24077
A,0.67614
B,99.82606
B,79.7388
A,27.84218
C,31.25207
C,49.04294
C,96.47571
A,46.42575
C,16.10983
A,81.33701
A,36.93954
C,44.1103
D,50.86057
B,65.50943
B,60.77692
D,62.2001
B,19.47307
B,25.52696
B,1.92055
D,67.87995
D,18.89102
B,10.59448
C,85.83167
B,27.14441
B,66.41318
B,70.31269
B,83.74089
A,56.69508
C,45.19973
A,50.48859
A,95.48043
D,62.19737
D,85.11184
B,6.89386
B,38.02857
C,20.81477
A,20.55346
C,10.88507
D,61.9535
C,55.96798
A,26.69362
C,38.09862
B,65.80719
A,66.87411
B,11.06998
D,80.43053
B,23.20897
C,56.98382
A,18.1758
D,56.07638
D,74.359
D,43.50565
D,74.75912
D,0.17782
C,84.82235
A,15.38104
D,37.68347
A,24.31336
A,46.36929
D,11.9449
D,52.18598
D,89.50432
B,40.52879
B,83.46755
A,57.31955
B,51.39632
B,99.1461
D,90.51772
A,64.62281
A,93.74189
B,52.61709
C,82.52726
D,41.52734
D,57.58522
D,54.59574
B,41.55645
A,60.80915
D,5.76259
C,44.79127
C,92.68861
B,37.40318
D,69.6915
A,91.45698
A,7.87563
B,5.98313
B,96.73764
A,57.50867
D,65.13271
A,93.57861
B,3.10023
C,59.32487
B,84.04914
D,82.13742
A,44.8647
D,28.94831
A,58.44403
D,18.46914
C,61.55058
B,16.55725
B,54.55388
B,89.02129
B,94.89674
D,8.33028
B,52.1282
B,59.10234
A,68.36815
B,16.33912
C,31.25297
B,47.467
A,53.05123
B,14.27956
D,71.57214
B,68.871
D,63.24715
A,28.5639
A,56.85747
C,61.73322
A,79.79524
A,22.03736
B,25.98648
B,50.57627
B,12.15251
B,85.63771
C,83.64757
C,77.24092
C,60.38205
A,20.94769
A,17.18866
C,83.12474
B,21.85285
C,31.01497
B,92.12056
C,2.65359
D,69.37369
A,87.66375
B,6.23522
C,58.88413
B,66.37158
B,71.52894
D,98.08069
C,4.77422
C,96.0183
D,86.0319
D,30.08532
B,88.98104
C,89.15068
C,46.42947
D,99.26335
D,23.31631
D,57.86241
D,54.54638
C,93.76936
D,51.02677
C,20.789
A,59.83417
B,68.17567
A,65.53747
D,10.75052
A,0.62331
D,76.40089
B,91.39548
B,65.6618
A,57.8044
B,23.74272
A,65.53919
B,18.56762
B,8.66777
B,10.20299
B,47.90199
C,90.93535
B,5.87419
A,51.23015
B,82.89507
D,4.30069
D,59.61161
D,41.82182
A,48.2481
C,16.83129
C,79.87001
B,68.30842
C,4.88289
D,48.6487
D,8.94946
B,74.53045
D,24.54852
A,75.17224
C,25.39503
B,42.46102
A,78.71845
D,72.55296
D,64.43479
B,16.02407
C,40.58214
C,20.2546
A,19.22777
B,0.96923
D,46.5889
C,40.43546
C,83.13517
D,77.79082
C,94.7415
C,23.96119
C,8.12612
D,8.31891
C,0.82239
C,92.37418
A,46.22488
C,53.96696
B,69.37156
D,39.44767
D,20.34103
C,24.77234
A,41.67536
D,25.45604
A,86.09076
A,74.85605
A,10.89782
A,9.03252
B,43.85454
A,91.80317
A,52.47554
D,30.59361
D,34.12692
B,76.98983
C,43.70107
D,4.18332
B,21.57682
D,18.96819
D,13.54523
A,35.60841
B,55.01548
C,40.45676
B,11.49506
B,30.77126
C,59.48103
B,96.62613
D,48.22045
D,80.85185
A,78.40189
C,74.42441
C,79.33706
B,75.1148
B,95.76141
D,53.86657
D,66.72274
C,49.93932
B,16.75172
B,64.78586
C,78.6063
B,33.24402
B,99.20735
B,25.81067
B,89.35839
B,25.48595
B,20.16374
D,58.07072
D,83.94943
A,16.6003
C,92.76853
A,55.22041
C,50.69297
B,33.94679
C,49.48532
B,15.41566
D,86.05668
A,85.80049
B,81.18293
C,10.51327
A,30.89227
D,29.26455
D,98.44512
A,0.49901
C,61.44757
B,8.20663
B,76.31429
A,49.18286
D,77.20966
C,74.28412
A,73.25728
C,22.20942
A,25.93781
B,52.27445
C,94.01413
C,3.90651
B,2.9822
A,0.01511
D,37.98813
D,47.90039
D,27.88684
C,98.29942
B,90.61203
B,49.76773
D,62.77473
C,84.66209
D,24.16445
A,68.9879
C,61.23204
D,29.07482
B,38.73694
B,54.33326
D,35.51617
A,98.97538
D,21.61797
A,38.15647
A,1.53909
B,7.23631
C,82.55749
D,33.00588
A,52.93752
D,62.35208
A,77.57605
B,55.25644
D,39.45495
C,49.63618
C,61.13198
B,74.74842
B,50.86693
D,12.99932
D,83.91705
A,68.28582
D,73.95367
A,68.00792
D,51.12617
C,98.06887
A,48.36005
B,85.33129
A,95.96353
B,51.35158
C,74.3655
A,37.23961
B,58.37802
C,78.21831
B,22.15827
C,42.8747
A,54.75648
C,61.78659
C,97.99568
B,3.19343
C,49.74072
C,5.15153
B,6.16531
B,26.62201
B,31.98626
B,64.53736
B,57.00154
A,97.53929
B,94.89116
A,59.68798
C,50.25143
D,74.67896
D,48.29892
B,56.35158
D,4.86367
C,88.6857
C,76.44767
B,24.61057
B,44.43158
D,94.70664
C,95.7166
B,35.94291
C,9.1113
C,95.33509
C,78.04897
C,33.46186
D,67.58918
A,0.02759
D,89.62244
B,71.31692
B,64.02549
A,6.37995
B,59.39551
A,6.44876
B,52.58048
A,9.71447
C,50.03102
C,92.17679
D,9.779
A,22.85893
D,76.78586
A,22.86277
D,58.86882
C,47.21585
C,84.45575
B,94.70264
D,22.04804
C,45.75354
B,94.67663
B,49.57061
B,35.65254
D,97.8835
A,7.76598
A,45.96887
D,39.27619
A,93.34686
A,82.27618
D,91.32189
C,22.64389
C,13.31721
A,65.52203
A,10.46644
D,66.62005
A,12.72574
D,4.14523
C,85.23596
D,7.0071
A,50.4785
C,31.28212
C,3.75486
C,72.71012
A,45.58016
C,44.61758
A,6.56008
A,25.76492
B,83.13295
A,31.35303
B,86.55038
B,34.41865
C,7.45047
C,27.33901
D,27.40833
C,48.04237
A,3.1145
B,83.93686
C,57.28397
A,61.35809
A,29.22213
A,59.31365
C,95.12206
A,97.7008
C,4.52494
D,38.60688
D,75.5169
A,44.73385
D,62.23207
C,97.43841
C,60.67709
D,11.17629
B,67.19948
A,37.34818
D,71.89867
D,87.09734
C,74.08847
C,72.25895
D,42.76761
C,98.7064
D,18.05586
B,57.16512
A,68.50043
C,76.82251
C,32.31547
C,65.1728
C,24.05301
D,55.88889
D,96.46062
C,40.81689
C,0.193
C,20.34792
C,41.43159
C,70.26125
A,21.45891
C,56.35919
A,21.78332
B,3.6712
A,61.13334
C,69.58183
C,92.41844
A,51.07495
D,49.40539
B,87.49858
B,28.1782
A,2.30131
B,58.27884
C,0.19316
C,27.4409
C,19.94744
B,60.77203
C,5.88349
A,59.5541
C,36.91489
A,81.09672
A,88.20237
B,31.77404
B,70.14166
D,62.80779
C,18.47904
C,95.22269
B,31.54664
C,56.40095
A,89.04606
B,9.1405
B,33.43878
C,59.94705
C,2.97914
A,95.85925
A,55.64685
C,60.67774
D,69.1984
D,7.16676
A,98.79269
A,46.32772
C,25.56071
D,94.36077
A,36.1362
C,82.59426
D,0.09561
B,97.30831
B,55.91093
B,99.98132
D,22.87105
D,86.93797
D,25.72096
B,64.00672
C,80.80486
B,15.87771
C,22.1219
C,6.96677
A,22.62436
B,37.24166
B,24.66841
A,46.00174
C,23.27025
C,49.22174
D,29.53114
D,16.60562
D,14.32627
D,78.76877
C,8.43734
C,15.72096
D,8.62576
B,39.98719
B,81.99308
C,5.43053
C,68.74974
D,64.73398
A,42.76513
D,32.61333
C,78.86744
C,3.63224
D,54.4268
A,45.867
D,78.74285
B,95.14105
B,64.2747
C,92.6722
C,17.66806
C,34.44043
D,54.95492
D,81.5177
D,72.83724
A,77.0506
D,31.04182
D,23.84306
D,3.00168
B,60.75942
D,24.18294
D,39.42382
A,47.05879
B,17.6371
C,40.71898
A,42.17895
B,85.45005
D,60.8078
D,30.59164
C,59.74161
A,37.96893
D,70.15116
C,93.79346
B,68.96382
B,34.19744
B,56.6734
C,76.35317
D,0.71998
C,80.01494
A,6.42993
D,7.1618
A,71.50013
B,82.89643
B,69.23029
A,93.28202
D,7.97376
B,29.32174
A,33.81422
B,14.60772
C,95.0575
D,37.73639
C,29.6628
B,19.1912
D,88.13967
A,30.30391
D,74.66327
D,5.60456
B,36.11289
C,16.4584
B,80.57307
C,21.86289
D,98.05958
A,14.13473
B,81.43175
C,88.57582
C,94.94775
D,75.91161
D,84.31651
C,3.73304
D,40.68683
A,45.88061
C,53.16906
A,23.54557
D,72.25729
A,95.60353
C,90.90563
C,4.83531
D,20.73773
D,64.27526
B,18.23958
D,9.50681
B,23.21403
D,17.35717
B,32.15647
C,56.95775
B,66.70282
D,87.62119
C,25.09181
B,19.27727
C,33.98738
B,10.49061
B,94.86338
C,45.88076
D,95.6899
C,21.83802
A,77.81255
C,4.50401
C,91.04957
C,10.15892
B,62.62934
A,40.06659
C,8.17995
D,78.4341
B,51.45733
B,26.67192
A,11.84184
A,89.49668
A,87.28792
A,84.02309
A,32.1283
B,51.10106
B,94.36328
D,34.15041
D,63.61351
B,32.6306
A,72.74329
A,69.21233
B,53.81228
D,23.84155
B,81.41954
A,71.30662
B,65.10066
B,46.63861
D,68.49994
C,23.86621
A,73.16056
D,63.18567
A,99.06289
C,77.59375
D,0.44832
C,96.16209
A,34.72689
A,53.74928
C,99.49338
B,91.56591
A,62.93852
C,27.49177
D,68.57186
C,90.29416
B,25.3528
D,0.18678
D,61.24075
A,93.65597
C,51.4427
B,62.72674
B,16.85787
B,50.79757
A,28.72275
B,81.73006
A,36.09132
B,54.20163
A,52.01045
D,50.29477
B,3.41269
B,23.82568
B,87.51351
A,2.89501
D,36.4465
B,96.66094
B,38.53653
D,68.76678
A,75.2775
B,92.19093
C,74.79844
D,45.23808
D,91.42421
D,4.56434
D,71.19622
D,13.2152
B,76.93903
C,1.54836
B,50.64697
D,89.71148
C,98.08275
A,7.97357
C,48.69962
D,37.87397
C,96.78526
D,31.64474
C,82.53413
C,96.59105
C,19.0356
C,32.66021
D,21.65569
A,56.59615
A,1.84718
B,33.01407
D,3.62953
A,51.71674
B,19.52636
D,61.358
B,49.37349
A,32.30965
A,48.07848
C,78.58924
A,11.01677
A,47.43118
C,78.74096
B,23.61441
D,73.13015
D,31.11163
A,41.54669
C,47.53527
A,30.13966
A,37.31591
A,74.79531
B,26.70133
A,71.19931
D,25.72739
A,29.94185
D,4.9583
A,80.93167
B,74.24593
A,70.12999
B,23.83936
A,40.6796
B,26.58212
D,75.9347
A,79.72672
B,81.34342
C,4.20857
B,33.96212
B,89.21588
C,63.2141
D,85.56116
B,62.05186
B,11.01716
C,43.11724
A,30.89773
B,18.78855
C,84.56414
B,73.47925
B,27.07222
B,13.07814
C,19.03676
B,54.85127
A,36.23359
D,14.53906
B,68.08918
C,67.58341
D,68.27241
C,5.55268
D,60.00353
B,24.89655
D,71.24233
A,10.1617
A,92.5313
C,71.22526
B,68.24747
A,13.42065
D,27.02437
D,49.34492
D,50.17755
A,48.43334
A,63.09422
B,27.41378
C,38.88285
D,41.78098
C,37.13514
D,2.43787
A,8.27001
D,78.31167
B,56.63731
C,74.5358
B,7.05415
C,55.20009
A,83.99538
B,96.13803
D,68.51599
B,63.32758
A,34.18563
B,77.22672
D,43.56905
B,68.46574
B,29.22113
A,1.38655
B,72.68585
D,29.75084
A,49.60078
D,38.20807
D,43.88693
A,94.8523
B,51.7786
C,83.67562
A,15.39288
B,25.14895
D,43.4376
A,24.24216
D,9.39839
D,89.44322
A,79.19443
D,8.598
D,11.67469
B,40.69363
C,48.51927
D,66.88756
B,50.03215
C,53.99694
D,17.6474
B,44.89277
B,10.86016
B,44.63887
A,59.66549
C,93.26585
D,30.46282
A,30.31677
A,68.44055
D,84.48824
B,0.07138
B,31.86873
C,90.74364
D,12.2424
B,71.3833
B,32.81007
B,47.7216
A,38.54051
B,10.75677
C,79.35478
A,36.18862
D,94.43191
C,81.24839
D,36.66422
A,14.9862
C,30.42217
B,33.58255
A,64.80475
A,86.58803
D,3.06932
A,45.91788
D,4.50924
D,12.72722
D,72.75662
D,28.08459
B,58.16012
B,82.56652
B,6.55055
A,68.05267
D,89.49484
A,80.56914
A,12.06692
C,86.24201
A,90.67539
C,74.79787
B,29.06439
B,65.67786
A,11.1936
C,6.07674
C,50.57714
A,66.82716
B,2.88515
D,78.60605
A,70.11589
A,26.48583
B,65.81515
C,31.56609
D,86.60061
C,34.94518
B,52.35772
B,13.96356
C,15.52182
A,11.02843
B,4.64447
D,85.2764
A,26.68116
A,67.36809
C,77.79382
A,57.27524
A,0.16227
C,99.50086
A,31.17268
A,3.19621
C,31.79959
C,30.62997
B,60.24807
B,91.17768
B,46.0619
C,24.34475
C,69.32516
C,53.14438
A,26.31615
B,82.56771
C,86.23888
D,27.94554
A,4.05368
A,27.53941
B,27.48454
B,22.09792
D,74.97408
C,94.37626
B,29.24907
B,61.58068
B,89.05516
A,53.89268
A,17.34038
D,37.7943
D,11.35003
C,4.45534
B,78.48642
B,89.81737
B,88.38283
D,62.20268
D,53.1215
C,68.54298
D,29.36
C,58.48068
D,88.93566
D,9.98112
D,88.58846
C,72.25876
D,95.76772
A,91.19189
C,39.13149
B,98.13419
A,6.42981
B,46.13923
C,45.97485
A,98.06803
C,58.53515
C,44.81084
A,50.63433
C,21.34815
D,15.47086
D,24.70996
D,53.58129
D,27.40557
A,60.65677
D,38.01009
C,45.7597
B,96.25842
A,33.94262
B,1.68741
B,5.43503
A,36.23107
C,39.0896
D,68.23493
A,32.8832
D,76.50814
B,24.19557
D,86.64557
C,60.76447
D,9.80181
D,11.23476
B,57.17801
B,7.19249
D,45.04666
D,70.05746
B,22.70112
D,77.79609
C,97.77169
D,53.79181
B,85.20438
C,76.3554
A,5.05694
D,83.29024
C,64.52926
A,17.10212
D,1.4314
D,48.54908
D,91.25183
D,5.22441
B,98.88971
B,14.20592
C,89.10799
A,64.62502
A,18.74226
B,21.93738
C,46.30959
A,62.78623
D,6.4698
D,29.67075
B,46.02724
C,60.73819
B,5.85456
B,97.09562
C,72.69618
B,47.52746
D,80.10789
C,53.74376
D,19.37527
B,74.47304
C,71.72276
B,95.25825
C,96.02146
B,23.02815
A,25.66947
C,48.92596
C,34.13168
C,48.2929
C,40.6683
B,17.90652
C,46.00035
A,64.612
A,84.96319
A,78.15039
D,6.86466
D,86.44558
A,90.41479
C,73.11865
D,53.34793
B,65.04167
A,76.9958
A,65.3101
A,26.52418
D,28.03458
B,95.34809
B,70.43396
B,67.43904
A,11.04825
C,30.91851
A,88.62237
B,16.71186
D,31.10101
C,25.35963
D,1.66576
A,28.13582
B,98.74512
C,45.61369
A,32.15408
B,61.55339
C,48.80777
B,49.72917
B,87.72244
B,83.99946
C,85.88686
D,31.23211
C,61.14515
C,21.37117
C,88.503
A,74.37179
A,41.34017
C,51.91956
B,62.21737
C,79.45638
C,53.18288
A,98.38818
D,53.46198
A,11.66417
C,53.05497
C,40.35479
D,31.03301
D,37.89469
A,39.1893
B,20.87921
B,83.60682
B,73.06097
D,66.69447
C,91.10504
C,25.08775
B,55.7677
C,45.24306
C,5.85687
A,27.87524
D,63.34676
C,85.78279
B,80.98435
C,10.19516
C,68.89652
A,91.0329
C,94.0361
C,83.69777
B,10.87383
D,71.80196
A,58.15615
C,87.57366
A,17.65113
C,25.38033
D,3.1135
D,9.17185
A,87.42172
C,79.02544
B,70.11694
B,72.20481
A,69.49783
D,2.6039
A,92.52774
A,51.03692
D,20.52113
B,32.40432
C,96.85155
B,24.05017
C,92.02337
A,44.82953
A,8.87289
D,51.17328
B,38.25187
A,17.1636
C,8.18613
D,90.822
B,60.82408
C,6.90919
D,90.94221
B,94.64587
B,66.10124
B,87.27847
A,63.61283
D,52.45253
B,12.43894
C,51.32962
B,33.89898
D,9.48515
B,73.00363
A,25.27748
B,97.51638
D,85.59692
B,6.28109
B,84.69457
B,43.972
B,26.43022
A,28.89455
A,43.1357
B,30.46254
C,91.64724
C,2.1019
D,40.51808
D,32.94034
D,24.14488
B,15.05439
A,73.16775
A,85.14783
D,30.01939
B,43.6066
C,23.94437
B,54.03203
D,41.39238
C,74.87149
C,92.5565
C,53.21738
C,25.50891
C,63.44778
B,46.00428
B,27.89976
A,81.3986
C,23.24842
C,33.99701
A,47.84319
C,80.74489
C,32.92536
D,57.49814
D,4.0928
B,38.62686
A,94.34211
D,32.1607
A,95.21288
C,92.90577
D,25.70269
A,29.87577
C,88.59804
A,72.23652
B,84.29999
D,8.92334
D,21.26667
B,24.99296
B,96.66805
B,21.13203
C,39.59122
D,46.13737
B,23.97645
C,40.4219
A,35.31823
C,52.57447
C,76.89257
B,23.25628
B,96.09699
A,3.61337
B,14.03923
B,98.96012
A,45.86579
A,84.82521
A,77.61766
A,65.66908
A,63.25165
B,44.93987
D,17.81552
C,81.52498
D,70.90991
C,26.71333
C,67.82919
A,67.26834
B,51.53103
A,14.16333
A,27.82877
B,3.39856
B,48.20682
B,39.9342
A,45.26822
A,61.19823
A,22.09901
D,72.78304
D,36.79782
A,23.93642
B,16.28029
A,27.00754
D,10.58325
C,48.70553
B,30.04614
C,28.95113
A,39.30269
A,62.55828
D,67.77809
A,66.10469
B,36.13854
B,18.78442
A,82.52546
C,35.09697
C,17.72822
A,76.683
B,47.81915
A,27.96918
B,12.85303
D,42.89824
B,67.52248
B,35.83107
B,51.93749
C,2.25113
C,30.51378
B,86.38462
D,9.3646
D,93.52543
C,10.34381
D,74.8609
A,51.40519
B,99.23633
B,52.26303
B,40.40193
B,0.7302
C,71.73536
A,26.18346
C,16.32919
D,37.2581
B,59.12926
D,55.66308
D,34.42606
C,63.43215
C,45.24994
A,84.04017
C,35.52196
D,59.23714
D,3.87898
C,98.65065
D,60.75156
D,32.68419
C,6.94121
C,36.088
A,60.25503
D,45.81284
D,76.00537
D,83.542
D,35.15432
A,90.30485
C,72.7282
B,80.57164
C,54.58615
D,32.20906
A,37.91263
D,30.66992
D,20.31242
A,1.60219
D,6.47631
D,93.8153
D,56.87691
D,25.49597
C,19.1369
C,87.20211
C,6.36548
A,35.41583
A,38.1755
B,93.57944
C,83.2476
D,53.6397
B,96.38274
D,93.20637
D,64.86859
B,69.82554
D,93.44744
C,97.53013
B,54.36314
B,79.40857
D,55.76552
C,5.21693
A,46.9202
B,7.58366
B,37.59098
B,22.71306
A,73.58463
A,33.05135
B,91.24744
A,6.38185
A,46.57792
C,35.83094
D,23.17436
D,53.35863
A,53.89102
A,15.73439
C,98.02157
B,8.09806
A,9.71616
A,57.8826
D,75.37421
C,57.12219
B,69.47412
B,12.11391
D,9.32714
A,64.11435
D,36.47742
B,40.44216
A,57.10969
D,59.01871
B,23.38254
B,63.73023
C,27.63173
D,78.65072
D,70.0688
B,84.35529
D,82.98533
D,55.69017
B,5.60421
C,30.02853
C,57.01354
C,12.5168
B,91.612
C,62.98392
A,44.9335
A,20.53454
A,90.85623
D,34.44422
D,2.66981
A,40.08672
D,9.02603
B,62.30357
C,62.58343
B,36.17153
A,53.76339
D,67.65303
C,81.82303
D,6.6995
C,95.24352
D,65.75222
B,29.85179
C,0.17147
D,10.3764
A,0.33044
B,16.37372
C,51.63682
C,35.15148
C,22.55865
A,84.64139
D,91.33273
D,24.67212
B,61.64454
B,98.08907
D,8.34568
C,83.72464
A,2.08352
D,87.90724
A,56.29452
B,77.73665
A,52.00169
A,84.7824
B,10.72553
B,58.42764
D,80.2295
D,5.23175
A,37.03173
C,45.59628
B,66.86053
C,27.85336
B,82.31357
C,40.18173
B,39.19624
B,84.20021
A,77.8277
A,26.51131
B,68.94001
D,68.48321
A,65.2478
D,90.04648
A,24.7446
A,54.04809
C,57.76586
C,60.00956
D,77.63945
A,89.92811
B,46.85464
A,23.59543
A,25.57431
A,16.81676
B,99.9975
A,0.24219
A,80.82542
C,76.07618
B,23.36744
C,70.80095
C,88.65333
A,9.84787
A,5.6788
D,20.62207
D,35.22832
A,12.99804
C,58.20891
A,7.98389
A,20.79734
D,61.8344
B,69.17185
B,28.03054
D,27.18406
A,97.82747
C,77.69629
D,63.91772
D,2.06249
A,77.45692
C,28.09037
D,45.81098
D,74.40245
D,13.78921
B,70.87085
D,95.81864
B,81.89497
A,68.44616
D,3.01207
A,90.71197
B,66.65084
B,17.46157
B,60.26608
C,57.46843
A,81.67884
B,19.86601
B,19.22081
D,94.21754
A,41.75426
C,4.26793
C,90.34469
A,28.61551
B,68.30974
B,20.91243
D,29.35091
C,7.75822
C,22.73843
A,70.59317
D,67.54463
B,64.83139
D,19.25428
B,89.80876
D,35.48589
A,28.76529
A,22.61466
B,30.83403
A,84.64215
A,46.46526
C,41.4542
D,74.63386
A,44.8883
D,59.66419
D,51.6296
D,44.2816
C,60.34572
D,52.12618
C,55.39413
C,18.89775
A,75.66707
D,56.11422
C,3.7569
B,10.87887
B,8.9668
B,28.36705
D,13.34672
A,96.20986
A,7.55805
B,29.9932
C,13.87233
A,56.63072
C,4.3569
C,78.38091
C,36.14806
A,70.94433
C,22.51771
A,93.15188
B,82.97427
D,8.87121
C,10.9689
B,52.19008
D,22.45582
D,2.6567
B,46.21266
B,21.47124
D,60.06556
A,72.31319
A,86.38763
A,33.76865
B,36.39663
A,66.97195
A,73.874
C,63.49233
B,57.2729
D,46.40538
D,3.23543
A,38.43693
B,78.96033
A,36.62503
B,81.03984
C,89.87034
D,50.81914
A,14.73812
D,11.93753
D,13.99911
D,30.72729
A,92.22037
B,60.33516
C,79.7645
B,5.9173
C,41.88757
C,4.71474
A,40.946
C,57.62561
A,7.06947
B,77.51116
C,71.48723
A,2.91635
A,32.7504
D,9.74486
D,9.30645
C,51.10436
A,16.43108
C,73.80342
B,87.69869
B,24.09621
A,76.48403
D,61.62507
A,28.96395
B,71.66321
D,98.381
B,59.98863
C,91.85349
C,72.05335
C,28.59375
A,84.25799
C,51.05127
A,14.54252
D,21.98838
D,12.36415
C,17.02198
B,87.11924
C,13.06595
D,99.02246
A,55.08534
C,56.39695
A,54.90587
B,13.46457
A,88.21075
C,14.22539
C,38.05523
C,67.15287
C,19.97513
B,69.95615
D,7.07322
B,70.25846
C,86.22828
B,17.94842
A,82.22322
C,81.15758
C,67.6117
D,36.3733
C,5.12547
A,48.5966
C,68.79953
A,62.21307
A,11.86667
D,94.05266
C,74.50074
A,7.29313
D,82.22874
B,49.54764
D,41.19062
C,12.64187
B,25.18591
A,25.41927
A,69.61255
B,40.80741
B,58.0779
B,18.76364
D,13.61308
B,60.06301
A,98.23893
B,86.89774
D,97.6353
D,6.2385
D,16.85245
B,39.51022
D,24.89586
A,47.26299
A,36.30762
D,53.70787
A,74.80696
D,46.54227
A,88.00516
D,71.57898
B,95.44823
A,33.47882
C,51.62806
C,32.76371
B,88.96399
D,25.69766
D,8.23867
B,43.51931
C,61.67817
B,59.67123
B,31.48212
B,45.74857
B,25.25879
B,88.63963
C,65.07107
D,30.056
B,91.2412
D,45.70329
D,81.72558
A,85.67976
A,58.23627
C,60.23366
D,77.69782
A,50.2654
C,80.20985
