Категория,Значение
D,62.76042
D,9.2461
D,91.91429
B,44.45729
C,38.51802
D,81.68547
D,1.32068
C,37.51311
C,97.55131
B,94.11372
C,42.40776
A,68.1968
D,78.26877
D,17.84458
B,81.54772
B,45.95385
B,71.54167
B,74.1659
A,78.64384
B,44.97311
A,3.62254
A,51.49027
A,72.07173
A,77.06732
B,28.01176
A,84.25343
A,57.49985
D,77.10029
D,85.68636
A,18.51123
C,89.08707
A,89.5807
A,56.42785
C,58.1301
A,50.30766
B,12.05865
A,94.88557
D,40.6691
C,91.07625
D,40.63575
D,71.55408
C,91.69873
C,8.72639
A,84.88754
D,87.04969
C,55.1366
D,13.29284
A,30.06349
D,2.37673
C,85.23817
D,67.93851
C,39.37985
B,4.89158
A,7.71823
D,30.26877
A,36.88243
C,90.64613
C,48.3267
D,47.42813
D,46.35607
D,5.97186
C,63.18881
B,21.86402
D,59.94186
D,79.77268
B,32.21423
D,50.02646
D,46.28363
C,21.89405
C,90.64714
B,88.64656
D,95.87846
D,75.24995
D,11.8778
A,52.62938
A,3.96004
D,41.56656
A,79.45915
B,36.75514
C,67.15778
C,61.24887
B,8.18991
A,11.79335
B,78.01617
C,39.44292
B,12.24063
B,20.84282
C,82.32066
C,59.14699
C,84.52033
D,62.79917
D,75.71707
D,0.70893
C,51.41088
B,98.01561
D,98.89366
D,21.12504
D,77.57162
B,20.19332
B,57.92172
A,11.16882
A,35.35661
C,35.56963
B,5.4973
B,3.25447
A,49.83943
A,72.27996
C,33.92742
D,76.98342
D,16.08318
B,75.61726
D,82.83047
A,95.71499
A,27.23661
A,99.08957
B,91.3591
C,62.31409
C,94.9514
B,43.21948
A,49.68287
D,13.68348
C,86.77822
D,3.96298
B,98.06387
D,69.15396
C,47.15626
C,59.41661
A,34.14691
C,32.54402
A,78.10972
C,52.56968
B,55.03666
C,64.66495
C,72.45124
A,83.77857
A,53.81114
B,54.62134
D,68.93293
D,48.14416
D,32.05279
B,3.96536
B,4.91614
D,83.80868
B,31.61678
B,11.41135
D,14.8707
C,79.58982
D,42.67782
C,71.39928
D,40.06292
D,88.72572
C,50.11217
A,84.43142
A,29.84825
B,96.64546
D,65.17293
C,96.5152
A,69.04596
C,80.82483
D,1.1872
B,9.53221
C,0.30635
A,77.99115
D,40.07803
D,7.49136
A,35.697
B,9.06512
C,87.63401
D,73.63173
D,76.5297
C,50.53493
D,36.88741
D,11.01808
A,48.38083
C,14.38042
A,75.79284
A,55.0025
A,55.91782
B,75.64964
C,64.5492
A,80.56018
C,65.878
C,34.91571
C,51.23747
C,52.54155
D,41.75303
C,1.27651
D,37.26823
B,69.18265
D,86.16445
B,17.18883
C,49.4181
A,40.26783
D,72.67686
B,3.95011
C,41.4646
C,92.62478
A,86.1516
A,28.2485
B,1.12269
C,70.84709
D,69.42743
B,70.71274
B,75.48027
C,95.10489
D,90.08907
A,16.83438
B,21.17728
D,98.0657
D,78.87808
D,92.43837
C,30.3806
C,79.59914
C,99.24052
C,40.34952
D,10.10116
B,66.8348
B,57.06988
C,70.06809
A,26.76984
C,59.82518
A,43.99939
D,31.82083
A,95.64508
D,95.7595
C,95.50286
A,71.48078
C,76.78212
D,49.00316
C,84.30297
B,27.48069
A,38.97326
A,42.38166
C,4.28323
B,23.56817
D,90.04674
D,33.75244
A,30.51844
B,25.65047
C,92.13846
D,26.40782
A,73.54126
D,49.34813
C,90.39415
A,30.54671
A,12.88888
D,86.47923
D,76.8858
B,10.72904
B,67.73869
D,84.19657
B,97.1697
A,25.10474
A,16.66118
C,84.48043
D,33.95133
A,26.98833
B,92.94506
B,97.78934
A,52.95269
C,40.75832
B,63.08149
B,92.89155
B,16.49155
D,32.38555
B,77.20318
B,16.22711
A,37.30537
C,95.32765
C,19.0505
C,85.1196
A,32.30541
B,70.66163
C,6.26197
D,87.49168
B,37.27281
B,57.79967
A,37.12465
B,18.79212
D,75.32148
A,99.00236
D,42.00378
C,83.00048
A,56.27748
C,55.89279
D,91.27359
D,7.84121
A,74.36684
D,42.78385
D,70.8861
C,89.517
D,26.46721
D,8.4472
D,44.38201
D,61.74037
D,89.95549
C,77.69201
C,59.58774
D,87.97448
B,34.58733
B,22.08536
B,30.40597
C,77.08701
B,0.44942
B,14.76342
B,10.09609
A,76.53779
C,36.61815
A,58.59617
A,44.21751
C,38.00201
D,2.37821
C,0.29289
D,0.64
C,99.80363
B,8.04753
C,22.51392
D,39.29762
C,32.43576
D,25.65851
C,23.68379
D,75.95402
D,16.52199
C,53.38473
B,90.5567
D,76.74174
B,70.26084
C,99.39821
D,69.93993
D,52.27328
D,97.86382
D,38.85954
A,41.49662
B,72.30578
D,93.19208
D,63.59857
C,0.52674
C,57.95862
B,83.68087
D,39.62925
C,91.35183
C,78.45794
A,17.91863
A,62.92156
B,95.10512
D,3.98296
A,23.22307
B,14.05492
C,5.64878
A,69.56173
D,78.81203
B,96.00231
C,87.38358
D,47.42546
B,25.34892
C,34.20911
A,46.64034
B,50.36537
A,48.70828
D,23.02196
A,44.4917
A,91.43106
C,53.56537
C,0.1397
A,21.90668
C,8.79305
C,31.03571
C,54.91867
D,61.15318
A,70.4704
B,83.81676
A,87.43421
B,6.76065
A,25.54536
B,98.03293
B,80.28468
B,71.73588
D,44.64868
A,83.97431
B,70.67946
B,94.51265
C,48.88981
B,25.32196
B,23.19152
B,84.64283
C,12.72495
B,90.9966
D,23.21662
C,69.43943
C,88.0384
B,36.58773
B,95.71842
B,64.76923
A,86.68523
A,45.3257
B,81.58598
C,91.00212
C,74.14234
B,0.81854
D,72.6457
D,86.68581
B,17.28017
D,87.83144
C,63.5723
A,76.84682
B,60.15056
A,16.11433
C,34.84126
C,73.024
D,89.08336
D,91.78092
D,83.31601
D,48.66176
C,27.2133
B,68.21574
D,82.42856
C,60.04959
C,39.94057
C,64.45426
B,83.1803
D,67.81914
B,88.38592
B,72.60907
B,83.12344
B,24.59337
D,99.08429
B,71.15047
A,37.31137
D,23.28898
C,32.86465
C,30.41856
A,68.41039
A,76.17472
A,29.4255
D,86.00161
D,73.33517
D,2.27514
B,51.22105
A,12.69513
B,0.33378
B,42.66907
A,81.35851
B,85.86317
B,26.21395
C,87.78701
B,27.3716
A,35.62478
B,66.55755
D,95.34054
A,55.71585
C,38.69243
A,54.35384
A,20.99407
C,34.05505
C,96.85537
C,32.34348
D,23.92343
D,18.35701
A,0.17638
D,72.17055
B,85.39067
B,46.30745
A,89.76631
C,13.13464
D,58.56096
D,2.28199
A,16.2466
B,26.6316
C,35.71647
D,61.77859
B,37.91187
C,52.53139
C,48.25595
A,56.72762
D,20.35021
B,71.51385
D,87.07055
C,57.85645
B,9.85557
A,74.79916
C,39.50204
A,54.4393
D,89.90691
B,44.31569
D,14.39797
D,18.15992
A,99.45109
B,87.21188
D,28.28735
D,3.65229
C,44.70106
B,57.79651
B,91.70783
B,41.42919
D,12.5039
B,39.35712
B,63.17049
D,34.27731
A,47.38855
B,71.248
A,79.48277
B,54.93986
A,95.06511
D,13.6514
C,59.59652
C,37.28648
A,34.70129
C,14.04301
C,54.13925
B,3.44684
C,62.92478
A,14.06238
D,85.02898
D,69.11281
D,3.85235
C,83.4513
A,23.34811
B,66.54639
B,2.33839
D,4.54047
C,77.56564
D,54.34656
C,99.88492
C,81.65787
D,67.56833
C,30.25965
C,22.85328
D,29.39064
D,34.24402
B,86.52507
B,9.7711
A,70.70156
C,11.53102
D,48.10521
A,7.27321
A,36.64859
D,71.41415
A,6.71077
A,94.06048
C,6.71162
C,29.17331
A,5.03002
C,50.4312
C,23.96982
A,61.88806
B,51.73692
C,25.8603
A,51.77865
D,77.26885
A,41.64614
A,23.44636
B,31.03615
C,74.62991
B,4.47727
B,66.51473
B,68.22603
A,86.02751
C,0.38199
C,17.3211
B,97.15944
D,67.43366
A,33.36193
A,3.37413
A,47.79784
D,65.81332
D,91.3026
B,89.42032
A,37.26613
B,33.14274
A,9.14448
A,46.25789
B,31.1941
B,95.64677
C,59.01661
A,12.15767
A,79.30856
B,46.83053
C,80.71944
B,52.437
C,56.83931
A,69.93538
B,14.21761
A,47.03432
C,31.28072
B,49.19909
B,88.60487
B,17.52079
C,77.25135
D,22.85106
C,33.21603
B,10.4288
A,13.41542
B,96.83341
B,32.94814
D,54.89394
C,68.56197
B,45.69892
C,3.92487
A,44.56654
C,10.32297
D,12.6497
B,76.67814
A,2.6707
A,79.48678
B,5.24054
A,0.50436
C,74.18071
D,46.72338
A,40.92944
C,12.15573
D,91.13597
D,7.6022
D,30.44554
A,47.48728
C,49.75692
B,33.49601
A,44.48821
D,59.25103
A,6.15572
A,0.6743
A,52.99532
D,10.82539
A,42.52349
A,16.02929
C,55.04803
C,27.51404
C,61.39546
B,56.25937
D,56.74599
B,30.9684
D,31.08367
C,67.32954
B,62.16741
A,48.08767
D,22.82226
A,95.46322
C,54.26913
B,65.35307
B,64.35345
D,81.15297
A,28.57365
D,63.46061
A,42.04706
A,73.86476
D,41.61396
A,25.38105
A,10.06713
A,6.64657
C,9.70838
D,9.81583
C,62.7133
B,68.74873
B,66.52922
D,25.1829
C,65.33771
A,1.38246
D,33.1104
C,23.24055
D,73.09737
D,77.57953
B,79.50987
D,25.45058
D,58.9839
A,14.55214
C,38.61641
A,32.32005
C,6.97289
B,70.94957
B,46.15814
D,93.85515
D,62.57816
D,96.66272
D,99.71893
A,53.91
B,29.23796
C,68.42361
D,67.69484
B,80.27183
B,74.03726
A,29.9215
B,34.16032
C,29.12696
C,20.63206
A,11.74743
B,78.06832
D,64.86589
D,43.46598
A,39.71006
C,12.71577
C,32.39339
D,90.49188
B,98.34841
D,34.46456
B,68.47558
B,91.94997
D,19.46993
D,68.21424
B,12.86272
C,80.08343
C,59.94244
A,6.01386
C,38.08484
A,46.79241
C,79.35
D,15.2316
A,45.09243
D,64.65647
C,44.32683
B,18.64036
B,32.55599
C,65.27892
C,97.90662
D,82.29817
D,29.55686
C,51.68845
C,79.8511
A,23.58048
D,3.1112
B,5.49524
B,68.64754
B,63.52032
D,99.56324
D,20.56073
B,78.34366
D,80.78541
C,33.95462
D,43.15194
C,75.68691
B,74.29399
C,66.44337
B,25.22045
C,3.35158
B,46.36502
B,99.24861
B,94.95075
B,69.11672
D,18.947
D,96.77768
A,69.8327
D,51.29776
C,92.40153
C,27.08203
D,29.85048
D,4.32489
A,50.98821
C,71.57686
B,6.91741
A,73.81519
A,52.79784
A,91.14664
A,75.01634
C,67.03124
B,47.98289
C,45.43913
A,48.86185
A,48.2121
B,26.61719
A,61.10788
D,36.47909
A,17.05094
C,31.60058
C,80.74538
D,0.99353
B,93.08061
B,75.36069
C,16.25776
C,41.6421
D,59.91343
C,43.6967
C,87.26411
B,16.74811
C,29.53228
D,14.27429
C,35.62364
B,93.26058
A,26.81072
B,5.55102
D,52.6861
D,96.81413
A,69.87872
C,18.65902
D,32.01629
B,35.70247
A,94.20949
B,88.8978
A,55.06168
A,50.12858
D,58.43314
D,83.46669
A,36.68618
D,25.27032
B,96.03461
C,37.44488
B,11.94337
C,83.63292
D,2.52016
D,53.71736
C,31.91842
B,5.7926
B,6.06786
B,39.77869
B,21.39256
B,82.71499
C,0.12076
C,11.7562
D,37.53466
B,37.75773
D,71.0616
D,96.13841
A,32.69626
B,58.03989
A,15.5573
C,65.12297
B,5.78314
D,88.32525
D,21.71078
D,92.77747
B,26.04316
D,83.27484
A,94.75792
C,4.59392
A,38.61391
C,5.67944
D,55.79927
C,38.25076
D,3.80733
D,84.97671
C,23.14713
B,16.66695
C,56.3523
A,50.07756
D,21.11396
D,11.02365
B,14.21802
D,89.88572
D,95.98464
B,35.5682
C,7.68311
A,91.37801
C,57.36365
A,22.97451
B,83.01199
C,52.23234
B,28.54668
D,30.76658
A,78.28908
C,51.81646
D,73.68952
A,33.47268
A,19.75992
B,18.6765
C,12.00808
C,98.86747
D,3.10658
C,43.78303
D,95.39876
B,5.08493
A,61.87039
B,28.96341
C,12.53657
B,81.5043
A,40.46717
C,40.60643
A,84.62363
C,35.11161
B,18.54853
A,52.4591
D,75.81168
D,65.0634
C,8.72866
D,64.86542
D,7.30706
A,71.70044
B,45.25875
A,26.21298
B,22.29706
C,28.88942
B,59.40758
D,61.76288
B,55.26318
A,61.35847
C,11.7906
B,49.26692
D,52.57575
B,41.02926
A,61.22212
B,18.3968
A,44.23088
C,72.20053
A,46.01964
A,89.80792
C,77.65141
D,78.74381
A,87.53396
B,29.18635
D,62.06767
B,73.17239
C,86.08563
A,4.00516
C,5.57487
B,46.57456
C,76.41513
A,94.36253
C,16.69554
D,18.13688
D,25.38984
C,60.18104
D,70.21182
D,55.28581
D,83.97696
C,55.33866
D,10.83385
D,42.73925
C,41.0453
D,88.69234
A,14.46699
B,11.93467
B,88.14928
D,56.84934
D,78.20676
B,90.18355
B,58.66537
A,11.33807
C,80.69779
A,47.97611
D,93.12641
B,80.75463
B,63.19284
A,17.9335
D,80.44526
D,13.45474
D,32.59282
C,39.63947
A,58.8213
C,97.42217
B,10.40017
A,50.81564
A,10.77972
A,28.23789
C,87.161
B,30.85244
D,12.9225
D,35.84654
A,30.29629
C,39.15012
A,7.20274
A,15.49294
D,0.70728
B,15.97402
B,95.00141
C,34.59665
D,47.25623
D,18.92067
A,58.29924
D,73.58705
D,91.91371
D,15.72556
C,46.35923
A,47.56439
A,60.81528
B,14.59978
B,1.84154
A,37.76347
B,56.16703
B,43.34151
A,6.62214
C,46.79558
B,39.57516
A,70.94544
A,27.00774
B,65.32782
D,88.15013
D,74.55593
A,51.6976
A,33.52235
C,59.04921
C,21.07516
B,3.21456
D,31.79739
B,18.3629
A,17.2081
C,18.6615
D,68.15003
A,45.04594
A,84.66529
D,64.74029
A,23.55674
B,90.02735
B,52.16018
B,34.81199
B,92.33679
C,49.49427
D,43.32527
D,89.12461
C,72.75499
B,68.69786
A,54.26439
B,60.3474
A,36.47309
C,93.89459
A,42.87484
C,34.60574
D,3.46816
B,4.11508
A,1.84704
D,26.45946
C,62.31347
D,77.04282
D,17.6685
D,22.41059
B,38.27289
D,78.46362
A,7.49655
C,35.65826
C,16.11065
B,85.612
A,31.62803
B,27.64033
A,81.37916
A,68.61441
D,28.96899
C,47.85818
D,28.75566
B,7.45318
A,78.30623
C,61.8814
A,9.25038
A,37.11972
D,78.35755
C,22.65717
A,20.26996
B,83.58725
B,78.03487
D,1.05938
A,28.84747
A,50.65754
A,77.23965
B,95.28309
A,47.37996
C,48.69357
C,47.54264
B,38.78294
C,9.86724
B,24.89115
B,21.93951
C,7.81159
A,64.72808
D,74.15039
B,74.79453
D,19.01366
A,37.74868
C,17.14237
B,26.58
C,35.65021
D,97.25507
B,78.68242
B,49.11063
B,65.82505
C,14.33922
A,21.92259
A,34.65069
B,48.82257
D,6.81533
C,74.00122
C,14.76974
C,16.30862
D,80.68265
A,10.17841
B,20.13784
D,39.24489
B,60.66387
C,4.14505
A,68.84154
B,15.7812
B,53.47246
B,20.07562
C,71.86535
B,57.93174
A,58.94489
D,48.59571
D,17.27595
B,31.47129
D,99.98227
D,69.82218
C,97.11639
A,44.87477
C,17.96166
A,60.3834
B,97.51141
A,50.84783
A,59.68044
B,79.36983
D,24.88818
C,33.44326
B,28.19161
A,52.22687
D,77.47818
A,67.64125
C,33.74496
D,78.16459
C,55.18153
B,26.15939
D,12.21818
D,7.34977
C,10.23166
C,34.16453
A,53.6669
C,57.41318
C,58.46398
B,19.76132
B,98.04844
B,48.65642
C,99.44563
B,38.60056
C,52.08129
D,56.58368
C,33.93117
D,39.97352
B,48.58896
A,50.87782
C,42.84375
B,41.82035
A,10.05183
B,58.44839
D,63.65566
D,7.97799
D,58.56413
B,94.22444
A,5.51891
B,48.64258
B,57.26109
C,46.18189
C,27.0985
A,36.25353
B,74.19777
D,71.03563
B,30.46862
B,79.29921
B,12.75091
A,94.63728
C,46.58169
A,25.6573
D,96.20912
C,36.44756
B,14.27088
B,86.81982
A,67.32299
D,81.99977
C,86.45831
B,2.98434
D,44.05322
D,41.44416
B,53.78153
B,66.06291
C,93.18228
D,58.68181
C,2.87648
C,75.7304
B,39.14873
C,7.6884
D,90.13598
C,38.86969
A,64.56505
A,11.62329
B,20.07576
A,6.16511
A,76.76651
A,86.22078
C,29.35444
D,18.1364
B,62.7287
D,29.12296
D,65.84823
C,5.22734
C,75.34946
C,31.03053
B,37.2244
B,69.36436
A,20.74878
D,2.46034
D,9.91596
B,28.46087
C,70.71971
D,13.15912
D,95.51671
B,91.11971
C,72.26499
C,66.81578
A,11.96102
C,28.13674
B,67.39313
D,33.9597
C,75.18949
C,21.89727
C,77.7421
A,24.45664
D,60.57915
B,74.77613
A,53.35448
C,38.64937
A,32.11553
C,18.32007
A,52.93846
C,47.11149
D,38.35763
D,39.10977
B,0.58217
B,88.93486
A,36.32401
D,30.5797
D,20.04631
D,76.95127
D,81.1068
D,53.66891
A,84.95254
C,7.59349
C,59.89705
C,37.63943
A,76.16774
B,0.35853
C,66.14492
C,86.47406
C,2.40006
B,35.57323
A,3.05028
C,5.75945
A,95.64369
D,13.20832
A,87.38473
A,7.97674
A,61.55554
C,1.61405
C,30.2955
B,58.2176
D,21.51107
B,64.40609
B,5.52762
B,63.00588
B,28.36631
D,81.95683
B,43.84156
C,16.62685
A,72.81382
A,49.4723
B,76.43145
C,62.15006
B,38.53835
C,50.47944
D,20.25756
A,56.78972
D,81.90976
C,74.44615
C,19.6078
D,66.14313
A,60.28471
D,11.70018
B,88.68312
A,47.42339
C,82.03368
B,38.42953
B,45.08588
C,81.58676
C,54.44294
D,56.38314
B,4.45478
A,9.13743
C,28.09182
A,59.49093
C,26.71459
D,5.14865
D,59.14571
B,73.04945
D,73.06057
C,98.52489
B,40.3569
D,92.00585
B,71.64499
A,14.97208
A,12.59598
B,60.24554
C,94.94316
C,23.39279
D,24.28975
B,25.73975
A,14.53088
A,53.56575
B,12.96513
B,80.48057
C,33.85737
C,20.1092
C,87.77625
A,91.94761
B,75.36516
B,8.10985
A,64.75301
C,41.41073
D,35.81089
C,61.88037
B,94.08736
A,36.66539
D,22.47951
C,32.52611
D,71.74141
D,35.06067
D,51.07514
A,43.61603
D,85.27447
A,35.59123
D,72.16504
C,63.69868
A,45.32552
A,9.82524
C,27.8511
C,41.11737
B,87.72609
A,12.31966
D,87.4716
D,32.49249
C,94.1413
B,7.55891
C,80.27167
A,65.82925
C,52.96785
C,9.71828
A,64.42532
D,6.63633
B,2.73777
B,17.42353
D,9.14793
A,45.51179
D,27.06479
C,88.84777
A,82.89542
D,30.75112
D,1.48614
A,2.49438
A,43.22448
B,35.07328
A,74.90774
B,43.02964
C,0.81931
A,23.98012
B,51.56492
C,76.87858
C,8.27323
B,78.60035
C,8.09999
B,13.26331
C,31.29688
B,15.41417
C,35.72138
B,31.2579
C,43.2857
A,2.40238
A,92.98741
A,93.44486
C,69.93052
C,17.56551
A,9.66153
B,92.21793
B,61.41119
B,99.47859
B,85.1148
B,26.60366
C,48.29241
D,27.35345
A,5.90105
D,15.03511
A,50.43005
B,94.63321
A,86.65323
D,28.39736
C,58.45123
D,66.502
A,39.48992
B,8.91986
B,50.38954
A,0.42823
D,59.21736
D,54.36386
D,37.94629
D,11.73347
C,44.8351
C,54.6008
B,31.92914
A,98.69978
C,92.061
B,91.52082
C,23.35642
C,65.6767
D,76.24684
D,39.67325
A,18.71046
C,18.08973
A,3.64054
A,70.90817
B,2.32023
D,90.89503
A,80.86592
C,32.09305
B,41.84801
C,0.38782
C,76.31447
B,95.22717
A,70.10904
D,21.61336
C,83.83066
D,16.19537
C,65.84582
D,62.08548
C,72.55551
B,66.49008
C,49.57236
B,40.48951
D,99.83693
D,38.93197
A,72.77305
C,30.68623
B,55.7584
D,53.23055
D,78.22285
A,13.7798
B,26.72049
D,52.23648
B,86.07743
A,99.79193
C,23.64534
A,6.72282
B,28.73929
B,72.31638
A,99.52733
D,46.83266
D,14.98644
A,49.76634
A,28.76679
A,57.42084
C,79.80322
C,44.06416
B,12.38243
A,71.50622
A,7.46982
A,88.35092
A,69.69444
A,5.54231
A,95.96609
C,24.1736
A,94.24437
D,77.77169
D,36.07341
C,68.96559
C,14.39542
A,53.33373
C,32.43181
D,64.57928
B,13.4032
A,17.89605
D,28.97774
C,28.68045
A,11.91714
C,89.24396
B,54.81025
A,32.88067
C,6.18038
A,9.29747
C,5.26826
A,13.33586
B,98.07275
B,11.83862
D,84.45108
B,80.44219
B,82.91705
B,99.24994
B,71.23809
A,46.57302
A,15.32586
B,41.19073
B,97.1563
A,34.61401
A,27.90696
C,22.47456
D,7.23753
B,74.20867
D,17.98766
D,94.82522
B,49.7465
C,24.17087
A,41.09477
B,75.0586
D,89.07143
A,24.20381
C,31.17564
B,28.16472
C,39.31209
D,89.97835
A,85.90523
A,3.38874
D,51.53524
C,62.09837
C,86.03342
B,32.41865
B,34.94821
C,71.02434
D,78.1798
C,23.13739
A,48.10236
A,64.52024
B,6.93887
C,70.11573
D,21.12899
A,96.16402
D,3.22651
D,22.64927
B,60.08378
D,94.09575
C,58.19986
C,85.30206
C,98.48087
D,18.17906
D,73.01704
D,49.58068
B,63.92591
D,13.34887
C,44.76641
C,22.25398
B,20.35303
D,26.76694
A,80.03582
C,59.74593
B,81.64775
C,11.08289
B,63.63666
A,72.65525
C,1.84542
A,36.81666
D,87.69596
C,79.16094
A,4.58561
A,54.4101
B,75.00416
C,45.91032
B,9.13322
B,19.96524
A,27.78005
C,29.33871
A,91.93993
D,21.15422
B,89.04097
A,47.23297
D,0.88068
C,67.29182
B,15.10188
B,38.22403
A,67.43537
B,36.37695
B,72.01273
A,46.66939
D,46.6478
B,21.87927
C,67.20346
D,15.79484
D,99.8411
B,6.84249
C,20.32753
B,35.61643
A,63.15164
B,10.85154
D,79.75993
A,67.80323
A,94.13677
C,83.13693
A,44.48993
C,46.18663
B,18.97415
B,77.97016
A,4.34157
A,86.21364
D,93.23467
B,95.09841
A,10.11278
A,92.12102
B,49.33905
D,94.50237
B,1.92727
D,66.36376
A,54.86824
B,46.82106
A,12.5983
A,94.76612
B,63.12889
B,20.2375
A,56.9003
D,50.20059
C,39.75363
D,56.7348
D,20.66218
C,51.29388
C,38.48391
C,80.88699
B,68.43432
C,55.29465
B,28.54026
B,0.7224
A,34.29982
D,64.95838
A,50.94279
A,29.47562
C,50.00368
B,16.69615
C,73.07973
A,84.20915
C,41.9842
D,34.07478
B,83.96359
A,68.77011
C,95.42335
B,22.35633
B,15.59704
B,97.06084
A,35.53734
B,71.47195
A,16.66384
C,39.9579
C,73.35299
A,9.34034
D,53.83949
A,59.27422
B,74.65212
D,94.86384
D,75.87639
C,21.57897
A,32.7657
D,34.13739
D,19.35902
B,6.37067
A,82.92826
C,82.05011
